serial_no,district_name,block_tehsil_name,village_name,unique_id,water_body_name,latitude,longitude,maximum_water_spread_area
2491,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0077,SISMAHAMOD,25.3436831,87.8514201,0.2
9668,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0078,MOTIBUR RAHAMAN,25.3436724,87.8514331,0.3
9670,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0079,SADDAM HOSAIN,25.3447752,87.8497384,0.2
9671,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0080,SISMAHAMOD,25.3448552,87.8496081,0.4
9672,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0081,GOLAM MOTUJA,25.3447886,87.8498655,0.2
9673,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0082,MD GOLAM ROSUL,25.3455269,87.84889,0.25
9674,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0083,MD BADIRUDDIN,25.3455257,87.8488968,0.4
9678,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0084,MASUD ALAM,25.3464014,87.8476264,0.6
2658,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0085,ALTAB ALI,25.346405,87.8475906,0.3
6472,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0086,MD NUHU,25.3404563,87.8578974,0.1
9677,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0087,BADOL,25.3405024,87.857919,0.15
6473,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0088,HOJRAT ALI,25.3407632,87.858011,0.13
6477,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0089,MOJIBUR RAHAMAN,25.3404958,87.8580288,0.12
21585,Malda,Gazole,Doas,1/19/316/002936/0312617/0024,ANAL,25.2863083,88.2553017,0.5
20540,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0050,ATARUL ,25.4001602,87.8314819,1.2
15536,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/0313437/0024,RUPESH,24.9003851,88.1260402,0.25
19046,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0051,,25.02949,88.0531083,0.1
22652,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0051,BASED,25.4003915,87.8309965,0.8
4605,Malda,Habibpur,Sripur,1/19/316/002937/0313152/0003,DINU BARMAN,25.002626,88.2898785,1
4607,Malda,Habibpur,Sripur,1/19/316/002937/0313152/0004,BISHANATH HEMRAM,25.0016973,88.2911821,0.5
21610,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0052,,25.0227133,88.0343367,0.1
10194,Malda,Habibpur,Sripur,1/19/316/002937/0313152/0005,BIRENDRANATH MURMU,25.0015005,88.2908809,1
21611,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0053,,25.0223967,88.0344717,0.03
4608,Malda,Habibpur,Sripur,1/19/316/002937/0313152/0006,TAPAN RAY,25.0013805,88.2919274,1.5
16585,Malda,Old Malda,Sahara,1/19/316/002944/0313224/0017,SAHARA ,25.1284033,88.11273,0.09
4609,Malda,Habibpur,Sripur,1/19/316/002937/0313152/0007,PANCHYAT,25.0019397,88.2923235,0.5
16695,Malda,Gazole,Arazi Mishrabati,1/19/316/002936/0312599/0003,PONDS,25.2495919,88.1465672,0.26
16761,Malda,Chanchal-I,Ramdebpur,1/19/316/002933/0312176/0005,MOKARRAM RAJI,25.463383,88.0737927,0.26
16854,Malda,Chanchal-I,Ramdebpur,1/19/316/002933/0312176/0006,ISMAIL ALI,25.4631436,88.0736865,0.26
21617,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0054,,25.0212083,88.035025,0.03
10193,Malda,Habibpur,Sripur,1/19/316/002937/0313152/0008,PANCHYAT ,25.0018022,88.2962472,2
6460,Malda,Ratua-I,Alpara,1/19/316/002945/0312426/0004,MAZIBAR RAHAMAN PUKUR,25.192543,87.9271195,0.93
3997,Malda,Chanchal-I,Nayanpur,1/19/316/002933/0312175/0005,,25.4658941,88.0655617,0.26
4208,Malda,Chanchal-I,Nayanpur,1/19/316/002933/0312175/0006,MUKTAR,25.4659034,88.0655577,0.26
23582,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/0313437/0025,NAREN,24.9001232,88.1276294,0.25
17129,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/0313437/0026,NA,24.9009478,88.1288736,0.4
17151,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/0313437/0027,LALCHAND,24.901108,88.1290067,0.15
10195,Malda,Habibpur,Sripur,1/19/316/002937/0313152/0009,PANCHYAT,24.9992322,88.29889,0.4
11936,Malda,English Bazar,Milki (Ct),1/19/316/002935/0313466/0003,NA,25.0395876,87.989513,0.05
8973,Malda,English Bazar,Milki (Ct),1/19/316/002935/0313466/0004,NA,25.0394141,87.9892939,0.08
21359,Malda,Chanchal-I,Dakshin Basantapur,1/19/316/002933/0312225/0010,AMJAD ALI,25.3770227,88.0447313,0.12
21360,Malda,Chanchal-I,Dakshin Basantapur,1/19/316/002933/0312225/0011,JANARDHAN DAS ,25.3773117,88.0458214,0.6
8729,Malda,Chanchal-I,Rajapur,1/19/316/002933/0312219/0003,SAHERA BIBI ,25.3718119,88.0372339,0.12
17517,Malda,Habibpur,Chak Katla Pukur,1/19/316/002937/0313153/0006,PANCHYAT,24.992218,88.3073127,0.5
8730,Malda,Chanchal-I,Rajapur,1/19/316/002933/0312219/0004,MUSTOFA ALI,25.3712456,88.0370317,0.12
8743,Malda,Chanchal-I,Rajapur,1/19/316/002933/0312219/0005,ABDUL MAJID ,25.370945,88.0368635,0.12
22658,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0052,HARU HAJI,25.4004143,87.8309853,0.2
18811,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0053,ABDUL ROSID,25.4011286,87.8307395,0.4
20542,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0054,ANARUL DELAR,25.4019045,87.8305163,0.4
18812,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0055,SERAJUL ISLAM,25.4010331,87.8307276,0.2
17364,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0056,MOSTAFA,25.4020492,87.8305171,0.2
22661,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0057,MUNSUR ALI,25.4023335,87.8309259,0.4
22655,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0058,NAJIR HOSEN,25.4022017,87.8308831,0.3
20543,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0059,RAJJAK ALI,25.4024627,87.8307016,0.4
22668,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0060,SABED ALI,25.4030108,87.8303804,0.3
22663,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0061,BASED ALI,25.4037312,87.8312497,0.65
18821,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0062,ABDUS SALAM,25.403773,87.8313301,0.4
22660,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0063,RAJJAK,25.4042449,87.8319555,0.6
22670,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0064,KAMALUDDIN ,25.4042389,87.8317941,0.2
22676,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0065,NABEDUL ALI,25.4027903,87.8306926,0.4
20544,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0066,ELIASH ALI,25.401136,87.830514,0.25
22678,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0067,NUJRUL ISLAM,25.3996946,87.8297239,0.2
22840,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0068,SUVAN,25.4000517,87.8297662,0.16
22839,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0069,RAMJAN,25.4001597,87.8297813,0.16
20545,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0070,ABDUL ROSHID,25.3998036,87.8282407,0.3
22842,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0071,SAMSER ALI,25.4021376,87.8297266,0.1
20546,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0072,JAMSED ,25.4023106,87.8294146,0.2
20547,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0073,MD ALAUDDIN ,25.4024832,87.829344,0.12
22838,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0074,ABDUL LOTIB,25.4030487,87.8293147,0.25
22844,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0075,ABDUR RAHAMAN ,25.4026653,87.8296249,0.12
22846,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0076,ABDUL RASHID,25.4024592,87.8293347,0.16
22843,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0077,ABU SUFIYAN ,25.4031647,87.829638,0.1
20548,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0078,ABDUL TOP ,25.4034457,87.8297048,0.5
22853,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0079,ALTAB,25.4035553,87.8297656,0.2
22863,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0080,MOJIBUR RAHAMAN ,25.4035513,87.8297198,0.07
22868,Malda,Harishchandrapur-Ii,Arjuna,1/19/316/002939/0312100/0081,SEKANDAR ALI ,25.4038069,87.8293081,0.2
4610,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0001,PANCHYAT,24.9919482,88.3079892,0.5
10250,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0002,SUNIL KISHKU,24.9903272,88.3081245,1
17423,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0055,,25.0206667,88.03553,0.02
19045,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0056,,25.020645,88.0355533,0.09
21618,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0057,,25.0182117,88.036175,0.1
10251,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0003,NIREN MUCHI,24.9905024,88.3081757,0.4
4616,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0004,PRASANTA BARMAN,24.9905385,88.3098524,1
4527,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0005,PRASANTA BARMAN,24.990674,88.3099128,0.5
19044,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0058,,25.0196217,88.0384467,0.05
21614,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0059,,25.0212117,88.0270867,0.05
21619,Malda,English Bazar,Niamatpur,1/19/316/002935/0313355/0060,,25.0270917,88.0313867,0.06
10252,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0006,PRASANTA BARMAN ,24.9905122,88.3110197,0.5
17497,Malda,Gazole,Arazi Mishrabati,1/19/316/002936/0312599/0004,POND,25.2539107,88.1446879,0.25
17498,Malda,Old Malda,Sahara,1/19/316/002944/0313224/0018,SAHARA,25.1292167,88.113595,0.26
17499,Malda,Old Malda,Sahara,1/19/316/002944/0313224/0019,SAHARA RATAN BHUIY,25.1292133,88.11359,0.2
22585,Malda,Old Malda,Tutkhan,1/19/316/002944/0313226/0001,TUTKHAN,25.1270833,88.1267367,0.16
3067,Malda,Ratua-Ii,Ailpara,1/19/316/002946/0312485/0003,AILPARA VALA PUKUR,25.1033466,88.0266685,0.23
10253,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0007,SANKAR GOSH,24.9906286,88.3120844,0.95
10254,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0008,SHANKU GOSH,24.9910129,88.3130371,1
6476,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0090,ABDUL HANNAN,25.3419216,87.8419335,1
9685,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0091,MD ELIAS,25.3419782,87.8420242,1
9684,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0092,MD AHAMADULHA,25.3417481,87.8428847,1.1
6481,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0093,JULLURRAHAMAN,25.3413074,87.8428186,1.2
4587,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0094,JABIR ALI,25.3403401,87.8421176,0.1
9691,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0095,ZAULA,25.3402524,87.8424606,0.1
9690,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0096,SABINA BIBI,25.3430745,87.8432702,0.1
6483,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0097,ARJAUL HOQUE,25.3431776,87.8432373,0.15
9692,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0098,SALEMAN,25.3432108,87.8431753,0.2
9693,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0099,JULUR RAHAMAN,25.3431262,87.843025,0.12
6484,Malda,Harishchandrapur-Ii,Talbangrua,1/19/316/002939/0312134/0100,ANASUR RAHAMAN,25.3432008,87.8435172,0.1
4625,Malda,Habibpur,Tekura,1/19/316/002937/0313154/0009,SHANKU GOSH ,24.9893726,88.310085,0.9
4599,Malda,Ratua-I,Chandipur,1/19/316/002945/0312385/0013,MUSHA ALI,25.2373083,87.9759833,0.11
19726,Malda,Ratua-I,Naokaram,1/19/316/002945/0312390/0015,HARIYA PUKUR,25.2408284,87.98822,0.09
4601,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0015,MOMINUL ISLAM,24.955555,88.1357283,0.54
7591,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0016,CHABI BIBI POND,24.9554333,88.1349633,0.36
11898,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0017,AMIRUL,24.9559583,88.136315,0.54
7592,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0018,JOSIM POND,24.9561082,88.1363617,0.42
11902,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0019,TARIKH,24.9563683,88.1366317,0.88
7593,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0020,SALEK SK,24.956345,88.1367633,0.26
4602,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0021,SAHID,24.9563351,88.1368834,0.13
7594,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0022,JAKIR POND,24.9562182,88.1369436,0.25
7595,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0023,MASUD POND,24.95581,88.1370167,0.65
8198,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0024,MALEK POND,24.955665,88.1370732,0.27
11894,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0025,SOFIKUL POND,24.9554598,88.1370617,0.99
8200,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0026,SONAMUL,24.9553417,88.13708,0.1
8197,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0027,FARSI POND,24.9556017,88.13796,0.18
11893,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0028,FARSI,24.9557817,88.13823,0.96
4606,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0029,HASIM POND,24.955505,88.1388983,0.66
24353,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0053,ABDUL SUKUR,25.3492117,87.8832717,0.1
24352,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0054,ABDUL HAKIM,25.3533443,87.8900303,1.6
21457,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0055,SOHIMUDDIN,25.3560267,87.9017017,2
21458,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0056,JONAB ALI,25.3535285,87.9014594,0.06
24351,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0057,SUFIYAN,25.3536954,87.8986304,0.31
21459,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0058,IBRAHIM ,25.35121,87.8939117,0.3
21460,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0059,ABDUL BASED,25.3522821,87.8945292,0.25
24350,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0060,ARSAD ALI,25.3523404,87.8944021,0.5
21461,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0061,IBRAHIM,25.3517951,87.8941692,0.1
24349,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0062,ABDUL HOQUE ,25.3498442,87.8906654,0.5
24348,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0063,TAMIJUDDIN,25.3515171,87.8874705,0.4
21463,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0064,SOIYOB ALI,25.3562221,87.8867082,0.1
10227,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0037,SETABUR RAHAMAN ,25.424426,87.8335286,0.3
4641,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0038,ABDUR RAHMAN ,25.4219969,87.8292453,0.4
4638,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0039,SAIFUDDIN ,25.4214208,87.8295314,0.8
10228,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0040,KABATULLA,25.4236153,87.8334027,0.6
4640,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0041,TARIQUL ,25.4238594,87.8334655,0.3
4642,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0042,SERAJUL,25.4247558,87.8335291,0.36
8023,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0043,AJID HAJI,25.4249222,87.833549,0.3
4643,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0044,NURUL HOQUE ,25.4209013,87.8297837,0.6
4644,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0045,NESH MOHAMAD ,25.4202858,87.8297363,0.25
4639,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0046,ABDUL KADIR ,25.4201367,87.8294014,0.3
4645,Malda,Harishchandrapur-Ii,Bashat Dhanipara,1/19/316/002939/0312102/0047,ABDUL KADIR,25.4201928,87.8291873,0.22
21466,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0065,ABDUL KALAM,25.362409,87.8944486,0.05
21467,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0066,ABDUL SATTAR,25.3618551,87.8954659,0.4
16697,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0067,MD JAKARIA,25.3636509,87.8948964,0.1
21469,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0068,SOLIMUDDIN,25.351125,87.8906711,0.1
21470,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0069,BAHAR ALI,25.3508483,87.890685,0.1
21471,Malda,Harishchandrapur-Ii,Mali Pakar,1/19/316/002939/0312079/0070,MAJARUL HOQUE,25.3507809,87.8909015,0.12
3593,Malda,Harishchandrapur-Ii,Daulatpur,1/19/316/002939/0312080/0135,JOMSED,25.3528834,87.8834961,0.6
12044,Malda,Harishchandrapur-Ii,Daulatpur,1/19/316/002939/0312080/0136,SEKANDAR,25.3564981,87.8861473,0.5
4712,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0001,DILALPUR POND MANGAL GIRI,24.9867413,88.1741272,0.65
9953,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0002,DILALPUR POND SATTOBHAN MANDAL,24.9868562,88.1745136,0.45
4673,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0003,SISMOHOMAD DILALPUR POND ,24.9894509,88.1741103,0.5
4675,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0004,ALTHAB DILALPUR POND ,24.9902439,88.1742832,0.25
4674,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0005,ASRAFUL DILALPUR POND ,24.9902802,88.1745434,0.55
9954,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0006,AKBOR SK POND DILALPUR ,24.9901493,88.1749482,0.33
4761,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0007,DILALPUR POND MED FILD ,24.9908591,88.1756353,0.42
4672,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0008,DILALPUR MED FILE ,24.9912212,88.1756494,0.36
17581,Malda,English Bazar,Uttar Ramchandrapur (P),1/19/316/002935/0313393/0040,NA,25.0051417,88.1135749,0.16
9763,Malda,Harishchandrapur-Ii,Talgachhi,1/19/316/002939/0312136/0013,ABDUL BASIR,25.3378536,87.894827,0.14
11897,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0030,BIL DIGHI,24.9553416,88.1404017,1.8
8194,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0031,NA,24.9563544,88.1382319,0.54
8193,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0032,SENTU,24.9564417,88.1378999,0.5
11901,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0033,ARJAUL,24.9583368,88.1381017,0.54
20769,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0026,MOJAHAR ALI,25.3409837,87.915302,0.13
20768,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0027,MANNAN ALI,25.3408982,87.9150939,0.13
8189,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0034,MOTI POND,24.9579816,88.1390299,0.28
17590,Malda,Habibpur,Rajarampur,1/19/316/002937/0312952/0001,PUKUR,25.0699549,88.341447,0.12
4687,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0035,NA,24.9582083,88.1379883,0.27
17591,Malda,Habibpur,Rajarampur,1/19/316/002937/0312952/0002,PUKUR,25.0714174,88.3422589,0.25
8184,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0036,MASIDUR,24.9581833,88.1378833,0.12
17589,Malda,Habibpur,Rajarampur,1/19/316/002937/0312952/0003,PUKUR,25.0708728,88.3408672,0.12
17588,Malda,Habibpur,Rajarampur,1/19/316/002937/0312952/0004,PUKUR,25.0707383,88.3415233,0.12
8180,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0037,PINTU POND,24.9582473,88.1371139,0.45
21639,Malda,Habibpur,Rajarampur,1/19/316/002937/0312952/0005,PUKUR,25.070785,88.3416783,0.42
21638,Malda,Habibpur,Rajarampur,1/19/316/002937/0312952/0006,POND,25.0704635,88.3424815,0.42
17592,Malda,Habibpur,Rajarampur,1/19/316/002937/0312952/0007,PUKUR,25.071695,88.3424133,0.14
24399,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0028,HABIBUR RAHAMAN,25.3407783,87.91488,0.13
8177,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0038,SELIM POND,24.9573098,88.1374482,0.5
8172,Malda,English Bazar,Gabgachhi,1/19/316/002935/0313410/0039,NAYEM POND,24.9567848,88.1332342,0.315
20771,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0029,AJAHAR,25.3407683,87.9148516,0.12
17598,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0030,ABDUL MATIN,25.3384856,87.9109287,0.08
20770,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0031,DABBLU,25.3388817,87.911625,0.13
17599,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0032,YOUNUS HAJI,25.3373832,87.9113773,0.07
20773,Malda,Harishchandrapur-Ii,Kariali,1/19/316/002939/0312142/0033,BISU,25.3389525,87.9110157,0.13
12112,Malda,Harishchandrapur-Ii,Talgachhi,1/19/316/002939/0312136/0014,KESAHARI ,25.3364967,87.8944787,0.26
22875,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0002,CHAL BHIJA PUKUR,25.0577062,88.2906994,0.4
4704,Malda,English Bazar,Chandipur,1/19/316/002935/0313403/0043,NA,24.9954454,88.0943538,1.25
10214,Malda,English Bazar,Chandipur,1/19/316/002935/0313403/0044,NA,24.9940236,88.0931282,2.25
22448,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0003,BORO PUKUR,25.0564673,88.2866525,0.93
17618,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0004,CHOTO PUKUR,25.0595022,88.2864263,0.26
22877,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0005,KOCHU PUKUR,25.0603672,88.2860289,0.13
22878,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0006,FULMONI PUKUR,25.0616978,88.2844178,0.13
22879,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0007,PANI PUKUR,25.0623454,88.2838511,0.13
22876,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0008,BABLU NISHI KANTO PUNUR,25.0621464,88.2834293,0.26
10234,Malda,English Bazar,Sadullapur,1/19/316/002935/0313404/0048,NA,24.9668874,88.0960796,1.5
22881,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0009,BAT PUKUR,25.0613597,88.2821821,1.2
17635,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0010,CHOT PUKUR,25.0616931,88.2813088,0.53
22882,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0011,DASS  PUKUR ,25.0635041,88.283042,0.93
22883,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0012,BIHARI PUKUR,25.0643355,88.2826564,0.13
4767,Malda,Harishchandrapur-Ii,Bhaluka,1/19/316/002939/0312140/0007,SANJIB SAHA,25.2809754,87.8772222,1.9
4768,Malda,Harishchandrapur-Ii,Talgachhi,1/19/316/002939/0312136/0015,TALGACHHI WKTIYA MASJID,25.3257463,87.8915936,0.08
17643,Malda,Habibpur,Chak Katla Pukur,1/19/316/002937/0313153/0007,KARUNA BARMAN,24.9930405,88.3049334,0.4
22880,Malda,Habibpur,Sundarban,1/19/316/002937/0312936/0013,BARI PUKUR,25.0641805,88.2801047,0.13
11437,Malda,Harishchandrapur-Ii,Talgachhi,1/19/316/002939/0312136/0016,MOSTAFA,25.3378975,87.8948857,0.12
16583,Malda,Habibpur,Chak Katla Pukur,1/19/316/002937/0313153/0008,SWAPAN BARMAN ,24.9929688,88.305904,0.5
10205,Malda,Harishchandrapur-Ii,Bhaluka,1/19/316/002939/0312140/0008,BHOJUA GHOSH ,25.2801383,87.8782908,1.9
8040,Malda,Harishchandrapur-Ii,Bhaluka,1/19/316/002939/0312140/0009,JOIHIND GHOSH,25.2789497,87.8796321,1.8
4780,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0009,NEARBY JOTIKUNJO PARK POND ,24.9945932,88.1753708,0.55
17652,Malda,Habibpur,Chak Katla Pukur,1/19/316/002937/0313153/0009,JEMS MURMU,24.9934228,88.3078216,0.5
9957,Malda,Old Malda,Dilalpur,1/19/316/002944/0313319/0010,NEARBY JOTIKUNJO PARK POND ,24.9941754,88.174774,0.49
