serial_no,district_name,block_tehsil_name,village_name,unique_id,water_body_name,latitude,longitude,maximum_water_spread_area
1038,Malda,Harishchandrapur-I,Bhabanipur,1/19/316/002938/312065/002,KOLON DOBA,25.440833333333334,87.90694444444445,0.3
3414,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/015,HANNAN ALI SARKAR,25.491111111111113,87.98333333333333,0.25
553,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/016,SAJIM POND,25.490833333333335,87.98361111111112,0.3
555,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/017,APTABUDDIN POND,25.491111111111113,87.98333333333333,0.5
997,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/018,ALAM POND,25.489722222222223,87.98388888888888,0.5
446,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/019,ALAM ALI POND,25.50111111111111,87.99111111111111,0.5
3427,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/020,SANNAN SARKAR POND,25.489166666666666,87.98166666666667,0.3
1283,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/021,MD ALI POND,25.490277777777777,87.98111111111112,0.5
8993,Malda,Chanchal-I,Pirozabad,1/19/316/002933/312162/005,SADIKUL ISLAM,25.4325,88.00694444444444,0.68
3432,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/022,ALAM ALI POND,25.490555555555556,87.98138888888889,0.5
1290,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/023,DHUYAPUKUR POND,25.490833333333335,87.98166666666667,1.5
957,Malda,Chanchal-I,Pirozabad,1/19/316/002933/312162/006,SADEKUL ISLAM NARISHA BIBI SAH,25.4325,88.00694444444444,0.25
3629,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/024,ANWARUL POND,25.49138888888889,87.98194444444445,0.5
6649,Malda,Chanchal-I,Pirozabad,1/19/316/002933/312162/007,SADEKUL ISLAMSAFIKUL ALAMSHAHANSHA ISLAM,25.434166666666666,88.03722222222223,0.26
1302,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/025,MUSTAK POND NAIR MASED HOUSE,25.49277777777778,87.98222222222222,0.5
1454,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/026,ANWARUL POND NAIR PANCHLA BILL,25.493055555555557,87.97944444444444,0.5
6645,Malda,Chanchal-I,Pirozabad,1/19/316/002933/312162/008,NANDINI MUKHERJEEMITHU MUKHERJEE,25.44388888888889,88.00944444444444,0.18
570,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/027,MAHASINA POND,25.491666666666667,87.98194444444445,0.2
561,Malda,Harishchandrapur-Ii,Bhuna,1/19/316/002939/312120/005,BABURAM HANSDA PONDS ,25.410833333333333,87.78416666666666,0.45
560,Malda,Harishchandrapur-Ii,Bhuna,1/19/316/002939/312120/006,BABURAM PONDS,25.410833333333333,87.78444444444445,0.26
1323,Malda,Harishchandrapur-Ii,Bhuna,1/19/316/002939/312120/007,ZUEL HEMBRAM PONDS,25.409166666666664,87.78833333333333,0.26
1326,Malda,Harishchandrapur-Ii,Bhuna,1/19/316/002939/312120/008,SRIRAM HEMBRAM ,25.409166666666664,87.78805555555556,2.4
10120,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/009,KAMAL HOSSAIN PONDS,25.436944444444446,87.83888888888889,0.13
8079,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/010,MARIUM BIBI PONDS,25.436944444444446,87.83888888888889,0.26
3627,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/028,POKHRI PUKUR,25.49138888888889,87.98194444444445,2
8081,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/011,MAHIDUR RAHAMAN PONDS ,25.448611111111113,87.83055555555555,0.26
73,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/012,RADHIKAPUR JHIL,25.441388888888888,87.83861111,0.2
13590,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/006,MURAD ALI,25.489444444444445,87.98888889,0.45
13853,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/007,RAKIMUDDIN,25.489166666666666,87.98861111111111,0.5
13415,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/008,TINKAR,25.489444444444445,87.98944444444444,0.5
17169,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/010,ISMETARA POND,25.489166666666666,87.98972222222223,0.5
13851,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/009,TARANI MAHALDAR,25.489444444444445,87.98861111111111,0.5
8083,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/013,MASREFA BIBI HOUSE,25.436944444444446,87.83888888888889,0.39
8232,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/014,JAKARIYA,25.441388888888888,87.84277777777777,0.48
8084,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/015,ANARUL HOQUE ,25.441388888888888,87.84305555555555,0.26
8087,Malda,Harishchandrapur-Ii,Datian,1/19/316/002939/312104/016,ABDUR RAHMAN JI,25.439444444444444,87.84583333333333,0.39
1358,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/008,NAJRUL ISLAM,25.499166666666667,87.9875,0.12
8447,Malda,Harishchandrapur-Ii,Khanta,1/19/316/002939/312096/002,SUBED GHOSH ,25.433333333333334,87.85916666666667,0.3
625,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/009,FARID POND,25.49888888888889,87.98611111111111,0.5
637,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/010,NISHAR ALI AND OTHERS,25.5,87.98861111111111,0.2
627,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/011,SANTI AND OTHERS,25.499444444444446,87.98777777777778,0.5
3690,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/012,FARID ALI AND OTHERS,25.497500000000002,87.98444444444445,0.5
591,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/013,JALIMUDDIN AND BROTHERS ,25.497500000000002,87.98444444444445,0.25
3688,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/014,TANBIR ALI,25.498055555555556,87.98194444444445,0.1
856,Malda,Manikchak,Chauki Mirdadpur,1/19/316/002943/313546/001,NA,25.08,87.94638888888889,0.4
3180,Malda,Habibpur,Aiho (Ct),1/19/316/002937/313215/001,MALAKAR POND,24.9575,88.23333333333333,0.16
466,Malda,Bamongola,Bamangram,1/19/316/002932/312874/002,,25.16361111111111,88.33583333333333,0.9
376,Malda,Habibpur,Aiho (Ct),1/19/316/002937/313215/002,CHOWDHURY POND,24.958333333333332,88.23583333333333,0.19
13021,Malda,Harishchandrapur-I,Jaynagar,1/19/316/002938/311985/001,POND OF FULKUNAR DAS CO NIMAI DAS,25.50138888888889,87.91555555555556,0.3
3345,Malda,Habibpur,Baksinagar (Ct),1/19/316/002937/313212/001,NISHIT ,24.955277777777777,88.24333333333334,0.13
13363,Malda,Gazole,Pahari Bhita,1/19/316/002936/312496/001,SHUBASH KORA,25.245555555555555,88.10583333333332,0.8
13364,Malda,Harishchandrapur-I,Bhagabanpur,1/19/316/002938/311969/001,HARIPARA PUKUR ,25.51972222222222,87.93166666666667,0.5
13295,Malda,Gazole,Pahari Bhita,1/19/316/002936/312496/002,SHUBASH KORA,25.244722222222222,88.10222222222221,0.75
10411,Malda,Manikchak,Sekhpura,1/19/316/002943/313525/001,NA,25.08611111111111,87.905,0.6
13314,Malda,Kaliachak-Ii,Shyamdaspur,1/19/316/002941/313667/001,LOCAL RESID PRIVATE POND,24.959166666666665,88.05777777777777,1
22804,Malda,Chanchal-I,Kusmai,1/19/316/002933/312243/002,MOFIJUDDIN POND,25.36416666666667,88.07666666666667,0.3
13061,Malda,Harishchandrapur-I,Bhagabanpur,1/19/316/002938/311969/002,PRIMARY SCHOOL ,25.52,87.93722222222223,0.5
3785,Malda,Habibpur,Aiho (Ct),1/19/316/002937/313215/003,UNKNOWN ,24.955555555555556,88.24138888888889,0.92
453,Malda,Harishchandrapur-I,Barui,1/19/316/002938/312004/001,POND OF MACHUYAR BAN,25.50611111111111,87.98472222222222,0.5
13113,Malda,Chanchal-I,Khosalpur,1/19/316/002933/312199/001,SADIRUDDINS PONDS,25.432222222222222,88.0425,0.53
1125,Malda,Harishchandrapur-I,Chaupaldanga,1/19/316/002938/312005/001,SAFIKUL POND,25.503055555555555,87.97972222222222,0.45
577,Malda,Harishchandrapur-I,Chaupaldanga,1/19/316/002938/312005/002,NAJIMUL,25.503888888888888,87.97222222222223,0.3
20309,Malda,Kaliachak-Iii,Lakshmipur,1/19/316/002942/313719/001,LONAR ,24.813055555555557,87.96111111111111,0.4
23065,Malda,Gazole,Agampur,1/19/316/002936/312730/001,NIJANI PUKUR,25.18111111111111,88.27416666666666,0.45
1067,Malda,Harishchandrapur-I,Chaupaldanga,1/19/316/002938/312005/003,KAJIMUDDIN POND,25.500833333333333,87.97361111111111,0.45
13098,Malda,Gazole,Agampur,1/19/316/002936/312730/002,,25.180555555555557,88.27472222222222,0.5
17532,Malda,Gazole,Agampur,1/19/316/002936/312730/003,SONJITA MURMU,25.175833333333333,88.26527777777778,0.5
13065,Malda,Gazole,Agampur,1/19/316/002936/312730/004,SALLO JADOB,25.181944444444447,88.27611111,0.45
13349,Malda,Gazole,Agampur,1/19/316/002936/312730/005,DHAM DHAMI,25.181944444444447,88.26888888888888,0.46
23066,Malda,Gazole,Agampur,1/19/316/002936/312730/006,TILI PUKURA,25.181944444444447,88.26888888888888,0.4
892,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/015,KABUL POND AT PARASTOLA,25.501666666666665,87.98833333333333,0.9
3687,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/016,KABUL POND AT PARASTOLA,25.501666666666665,87.98833333333333,0.9
13015,Malda,Harishchandrapur-I,Bhagabanpur,1/19/316/002938/311969/003,BURIMA MANDIR ,25.51722222222222,87.93333333333334,0.5
13380,Malda,Gazole,Agampur,1/19/316/002936/312730/007,,25.18138888888889,88.26638888888888,0.4
1154,Malda,Harishchandrapur-I,Chaupaldanga,1/19/316/002938/312005/004,POND,25.505555555555556,87.98277777777778,0.45
963,Malda,Harishchandrapur-I,Barui,1/19/316/002938/312004/002,POND OF MADUR,25.505555555555556,87.98527777777778,0.5
3686,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/017,POND OF SIDDIK ,25.499444444444446,87.98833333333333,0.5
442,Malda,Harishchandrapur-I,Parashtola,1/19/316/002938/312006/018,POND OF GUL MD,25.501666666666665,87.98833333333333,0.5
21624,Malda,Chanchal-I,Kusmai,1/19/316/002933/312243/003,SAMSUDDIN MIA POND,25.363611111111112,88.07694444444444,0.3
12992,Malda,Harishchandrapur-I,Bhagabanpur,1/19/316/002938/311969/004,BURIMA MANDIR ,25.51722222222222,87.93333333333334,0.3
13000,Malda,Harishchandrapur-I,Bhagabanpur,1/19/316/002938/311969/005,BURIMA MANDIR ,25.516944444444444,87.93638889,0.3
22803,Malda,Chanchal-I,Kusmai,1/19/316/002933/312243/004,,25.36388888888889,88.0775,0.45
940,Malda,Gazole,Raghunathpur,1/19/316/002936/312605/001,ASHRAF SEKH,25.296666666666667,88.15,0.62
13024,Malda,Harishchandrapur-I,Bhagabanpur,1/19/316/002938/311969/006,BURIMA MANDIR ,25.51722222222222,87.93305555555555,0.4
13087,Malda,Gazole,Agampur,1/19/316/002936/312730/008,,25.179722222222225,88.265,0.3
12849,Malda,Gazole,Agampur,1/19/316/002936/312730/009,CHAMAR DIGHI,25.18166666666667,88.26444444444445,0.3
22801,Malda,Chanchal-I,Kusmai,1/19/316/002933/312243/005,ABDUL MOJID POND,25.363611111111112,88.0775,0.46
13347,Malda,Gazole,Agampur,1/19/316/002936/312730/010,DILEAR PUKUR,25.1825,88.26611111111112,0.35
8770,Malda,Chanchal-I,Bakipur,1/19/316/002933/312242/001,GIASUDDIN AHAMED,25.37,88.08166666666666,0.14
8765,Malda,Chanchal-I,Bakipur,1/19/316/002933/312242/002,FAIMUDDIN AHAMED,25.37027777777778,88.08166666666666,0.2
13334,Malda,Chanchal-I,Jot Chandi,1/19/316/002933/312178/001,NEAR JOTCHANDI MASJID ,25.454722222222223,88.07777777777777,0.13
8766,Malda,Chanchal-I,Bakipur,1/19/316/002933/312242/003,AFAJUDDIN,25.370555555555555,88.0825,0.12
22802,Malda,Chanchal-I,Kusmai,1/19/316/002933/312243/006,ROISUDDIN AHAMMED POND,25.365833333333335,88.07694444444444,0.35
7762,Malda,Habibpur,Nirail,1/19/316/002937/313093/001,KALI PUKUR,25.055833333333332,88.32472222222222,0.26
12991,Malda,Gazole,Agampur,1/19/316/002936/312730/011,KALVET PUKUR ,25.184444444444445,88.26166666666667,0.8
21628,Malda,Chanchal-I,Kusmai,1/19/316/002933/312243/007,HAJIMUDDIN SK POND,25.363611111111112,88.075,0.4
522,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/029,ANWARUL ISLAM POND,25.491111111111113,87.98333333333333,1
655,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/030,SANNAN SARKAR POND,25.489166666666666,87.98166666666667,1
639,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/031,SANNAN SARKAR POND,25.489166666666666,87.98166666666667,1
13437,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/011,MURAD ALI,25.489166666666666,87.98888889,1
8750,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/032,SANNAN SARKAR POND,25.489166666666666,87.98166666666667,1
13850,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/012,MURAD ALI,25.489166666666666,87.98888889,1
13129,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/013,MURAD ALI,25.489166666666666,87.98888889,1
687,Malda,Harishchandrapur-I,Panchla,1/19/316/002938/312010/033,SANNAN SARKAR POND,25.489166666666666,87.98166666666667,1
13849,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/014,MURAD ALI,25.489166666666666,87.98888889,1
13135,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/015,MURAD ALI,25.489166666666666,87.98888889,1
13480,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/016,MURAD ALI,25.489166666666666,87.98888889,1
22595,Malda,Harishchandrapur-I,Chayenpur,1/19/316/002938/312009/017,MURAD ALI,25.489166666666666,87.98888889,1
13390,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/001,NIRAPADA GHOSH POND,24.909166666666664,88.13222222222221,0.65
7079,Malda,Gazole,Bahadurpur,1/19/316/002936/312733/001,BABUNPUKUR,25.193333333333335,88.25805555555556,0.25
10897,Malda,Gazole,Bahadurpur,1/19/316/002936/312733/002,PIRTOLA,25.18861111111111,88.26111111,0.35
1179,Malda,Gazole,Mayna,1/19/316/002936/312606/001,BHADURI SARKAR ,25.291666666666668,88.155,0.9
458,Malda,Gazole,Bahadurpur,1/19/316/002936/312733/003,GOU RAY,25.192222222222224,88.25888888888889,0.35
520,Malda,Gazole,Bahadurpur,1/19/316/002936/312733/004,MAIRAKURI PUKUR,25.189166666666665,88.2625,0.36
461,Malda,Gazole,Bahadurpur,1/19/316/002936/312733/005,DHAMUA,25.18611111111111,88.25916666666667,0.38
946,Malda,Gazole,Mayna,1/19/316/002936/312606/002,SUKANDIGHI,25.29277777777778,88.15666666666667,0.8
11143,Malda,Gazole,Mayna,1/19/316/002936/312606/003,LOLUA,25.291944444444447,88.16000000000001,0.8
12195,Malda,Gazole,Mayna,1/19/316/002936/312606/004,GARAMAI,25.29138888888889,88.16138889,0.6
8760,Malda,English Bazar,Gobindapur,1/19/316/002935/313416/001,SOLEMAN SEKH,24.954444444444444,88.16194444444444,0.95
11769,Malda,English Bazar,Gobindapur,1/19/316/002935/313416/002,NA,24.955277777777777,88.15972222222223,0.39
8756,Malda,English Bazar,Gobindapur,1/19/316/002935/313416/003,SALMAN SK POND ,24.954166666666666,88.16166666666668,0.1
8761,Malda,English Bazar,Gobindapur,1/19/316/002935/313416/004,SAHADAT HOSSAIN POND,24.951944444444443,88.16138889,0.7
10073,Malda,Chanchal-I,Serpur,1/19/316/002933/312154/002,SHITAL DAS POND,25.460277777777776,88.00555555555556,0.45
13341,Malda,English Bazar,Nima Sarai,1/19/316/002935/313384/001,NEAR HARASUNDARI PRY SCHOOL,25.038333333333334,88.12944444444443,0.15
13009,Malda,English Bazar,Nima Sarai,1/19/316/002935/313384/002,RIVER SIDE PONDS ,25.0425,88.13611111111112,0.29
13664,Malda,Ratua-I,Terashia Debipur,1/19/316/002945/312358/001,SAFIDDEN,25.214444444444442,87.91305555555556,0.4
13300,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/002,BABAI GHOSH,24.90888888888889,88.13222222222221,0.4
17525,Malda,Ratua-I,Jannagar,1/19/316/002945/312357/001,ISMILE PONDS,25.21472222222222,87.91277777777778,0.45
12674,Malda,English Bazar,Jot Narasinha,1/19/316/002935/313366/001,NA,25.05666666666667,88.09694444444445,1.1
13674,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/003,NA,24.90888888888889,88.13222222222221,1.3
1092,Malda,Kaliachak-Ii,Chhota Mahadipur,1/19/316/002941/313682/001,KHAS PONDS,24.894166666666667,88.03944444444444,0.5
896,Malda,Gazole,Mayna,1/19/316/002936/312606/005,GOPAL SARKAR ,25.29138888888889,88.16138889,0.36
10709,Malda,Kaliachak-Ii,Chhota Mahadipur,1/19/316/002941/313682/002,KARIM PONDS,24.898888888888887,88.03777777777778,0.4
10078,Malda,Chanchal-I,Serpur,1/19/316/002933/312154/003,KRISHNA DAS,25.46,88.00611111111111,0.45
13325,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/004,GANESH GHOSHBPOND,24.90888888888889,88.13,0.36
13326,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/001,MOSNAHAR DIGHI,25.16222222222222,88.34388888888888,0.55
11782,Malda,Kaliachak-Ii,Chhota Mahadipur,1/19/316/002941/313682/003,DANES PONDS,24.899166666666666,88.03777777777778,0.3
22831,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/005,BIBHUTI GHOSH POND,24.909166666666664,88.12861111,0.67
13346,Malda,English Bazar,Jot Narasinha,1/19/316/002935/313366/002,AMAR DIGHI,25.04277777777778,88.0925,2.2
12685,Malda,Kaliachak-Iii,Lakshmipur,1/19/316/002942/313719/002,FAKIRUDDIN MIA,24.810833333333335,87.96111111111111,0.8
653,Malda,Gazole,Mayna,1/19/316/002936/312606/006,KARTIK SARKAR ,25.29138888888889,88.15638889,0.68
13345,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/007,NA,24.90888888888889,88.12666666666667,1.1
13361,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/008,,24.915,88.10583333333332,1.2
977,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/004,MASJID PONDS,24.895,88.03,0.5
7798,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/005,KHAN PONDS,24.893333333333334,88.03083333333333,0.5
11784,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/006,BETALA PONDS,24.891388888888887,88.03194444444445,0.5
10714,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/007,GOSH PONDS,24.890833333333333,88.03277777777778,0.2
1456,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/008,MAHI BAR PONDS,24.895555555555553,88.03083333333333,0.4
593,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/009,SARIF PONDS,24.89527777777778,88.03083333333333,0.5
1466,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/010,MAHTABS POND,24.894166666666667,88.03222222222222,0.3
1012,Malda,Kaliachak-Ii,Dakshin Debipur,1/19/316/002941/313683/011,GOSH PARA PONDS,24.894444444444446,88.03055555555555,0.5
966,Malda,Kaliachak-Ii,Chhota Mahadipur,1/19/316/002941/313682/004,BAHADURPUR KUP PONDS,24.896944444444443,88.03638889,0.7
11142,Malda,Gazole,Mayna,1/19/316/002936/312606/007,JIBAN MANDAL,25.29416666666667,88.15944444444445,0.66
13398,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/002,TARAJ PUKUR,25.163888888888888,88.345,0.5
13241,Malda,English Bazar,Jot Narasinha,1/19/316/002935/313366/009,NA,25.049166666666668,88.09083333333332,0.5
14051,Malda,English Bazar,Jot Narasinha,1/19/316/002935/313366/010,SHASTHITALA POND,25.03888888888889,88.095,0.28
1021,Malda,Gazole,Mayna,1/19/316/002936/312606/008,KANIKPIR,25.294722222222223,88.16111111111111,0.69
9240,Malda,Gazole,Pail,1/19/316/002936/312543/001,PUNIHARA PONDS,25.148055555555555,88.23083333333334,0.36
22965,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/003,NARUKHAKI,25.16472222222222,88.345,0.5
607,Malda,Gazole,Mayna,1/19/316/002936/312606/009,CHATAPIR,25.297222222222224,88.16000000000001,0.4
13283,Malda,English Bazar,Jot Narasinha,1/19/316/002935/313366/011,MAJAR POND,25.05027777777778,88.09666666666666,0.15
22966,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/004,,25.162499999999998,88.34527777777777,0.4
13410,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/005,MONGLA PUKUR,25.162499999999998,88.34527777777777,0.5
1050,Malda,Gazole,Pail,1/19/316/002936/312543/002,BALKHARA PONDS,25.148055555555555,88.23083333333334,0.36
19302,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/006,BEL PUKUR,25.161666666666665,88.34638888888888,0.5
1096,Malda,Gazole,Mayna,1/19/316/002936/312606/010,KHANAKATA,25.299166666666668,88.16138889,0.36
9848,Malda,Old Malda,Sukhandighi,1/19/316/002944/313305/001,SUKHAN DIGHI,25.061666666666667,88.16638888888889,0.5
13699,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/007,HARIPUKRA,25.165277777777778,88.34722222222221,0.4
14823,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/001,FUL PUKUR,25.31388888888889,88.41944444444445,0.4
13284,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/002,MATIUR POND ,25.311666666666667,88.43166666666667,0.53
13338,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/003,MOLLA PUKUR ,25.313333333333333,88.42138889,0.26
13317,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/004,BALKA PUKUR ,25.3125,88.42027777777778,0.2
13350,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/005,BABAN PUKURIYA ,25.3125,88.42027777777778,0.26
19942,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/006,KARIMUDDIN PUKUR ,25.31361111111111,88.41972222222223,0.2
22958,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/007,DHELU MOHAMMAD PUKUR ,25.313333333333333,88.41972222222223,0.2
13367,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/008,CHARAISAHA,25.313333333333333,88.43277777777779,0.2
13039,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/008,PACHU,25.165,88.34694444444445,0.3
13476,Malda,Ratua-I,Bhaluara,1/19/316/002945/312376/001,CHORDSBILL,25.230833333333333,87.92472222222223,0.62
13400,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/009,DAMUWA,25.163055555555555,88.34583333333333,0.5
13354,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/010,PACHU,25.165,88.34694444444445,0.45
3986,Malda,Old Malda,Sukhandighi,1/19/316/002944/313305/002,OPPOSITE GANIKHAN  COLLEGE ,25.059444444444445,88.15972222222223,0.4
13263,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/011,,25.165,88.34694444444445,0.35
13672,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/012,SANMANDA,25.162777777777777,88.3475,0.5
13612,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/013,,25.162777777777777,88.34388888888888,0.5
22971,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/014,MOSNAHAR,25.16222222222222,88.34361111,0.4
1026,Malda,Bamongola,Bamangram,1/19/316/002932/312874/003,,25.16361111111111,88.33583333333333,0.13
13301,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/015,BISWAJIT,25.164166666666667,88.34638888888888,0.4
10404,Malda,Gazole,Anantarampur,1/19/316/002936/312607/001,DABLAHAR,25.29888888888889,88.16972222222223,0.6
13319,Malda,Bamongola,Uttarjai,1/19/316/002932/312873/016,CHURKU,25.16333333333333,88.34666666666666,0.3
1007,Malda,Gazole,Anantarampur,1/19/316/002936/312607/002,BURIPUKHARI,25.298055555555557,88.17083333333333,0.9
11027,Malda,Gazole,Anantarampur,1/19/316/002936/312607/003,KHORIKADIGHI,25.29138888888889,88.16277777777778,0.6
1251,Malda,Bamongola,Bamangram,1/19/316/002932/312874/005,KAMALMALO,25.16722222222222,88.33861111,0.15
1483,Malda,Bamongola,Bamangram,1/19/316/002932/312874/006,,25.16638888888889,88.33805555555556,0.13
1111,Malda,Bamongola,Bamangram,1/19/316/002932/312874/007,,25.165277777777778,88.33749999999999,0.6
1132,Malda,Bamongola,Bamangram,1/19/316/002932/312874/008,,25.165555555555553,88.33611111111111,0.3
870,Malda,Bamongola,Bamangram,1/19/316/002932/312874/009,SACHIN BISWAS,25.164166666666667,88.33666666666666,0.6
11007,Malda,Bamongola,Dihatti,1/19/316/002932/312861/001,DOM PUKUR ,25.155277777777776,88.41166666666668,0.07
21468,Malda,Ratua-I,Ramchak,1/19/316/002945/312422/001,SUBRATA DAS,25.188055555555557,87.93,0.25
4354,Malda,Bamongola,Bamangram,1/19/316/002932/312874/010,GONESH,25.165,88.33583333333333,0.5
8801,Malda,Ratua-I,Purbba Kamalpur,1/19/316/002945/312427/001,SUBRATA DAS,25.188333333333333,87.92888888888889,0.3
1144,Malda,Bamongola,Bamangram,1/19/316/002932/312874/011,JALPAI HEMBRAM,25.16444444444444,88.33666666666666,0.9
5613,Malda,Bamongola,Dihatti,1/19/316/002932/312861/002,,25.15861111111111,88.41000000000001,0.18
1491,Malda,Manikchak,Paschim Chandipur,1/19/316/002943/313473/001,COLONY POND,25.124166666666667,87.83666666666666,0.13
8354,Malda,Manikchak,Paschim Chandipur,1/19/316/002943/313473/002,NO COLONY POND,25.127222222222223,87.83472222222221,0.125
21077,Malda,Ratua-I,Baharal,1/19/316/002945/312430/001,SK MOTIUR RAHAMAN,25.175,87.93583333333333,1.6
930,Malda,Gazole,Mayna,1/19/316/002936/312606/011,,25.29138888888889,88.16138889,0.45
962,Malda,Chanchal-I,Pirozabad,1/19/316/002933/312162/009,RAJU ARIFUL HOQUE KADERALI ETC,25.4325,88.00694444444444,0.6
12694,Malda,Kaliachak-Iii,Lakshmipur,1/19/316/002942/313719/003,ROKY TAWARE ,24.80611111111111,87.96138888888889,0.25
1473,Malda,Chanchal-I,Pirozabad,1/19/316/002933/312162/010,KALU THOKDARNAMITA THOKDER ,25.4375,88.01277777777777,0.21
20310,Malda,Kaliachak-Iii,Lakshmipur,1/19/316/002942/313719/004,CHARU SARKAR,24.80638888888889,87.96138888888889,0.25
20083,Malda,Kaliachak-Iii,Lakshmipur,1/19/316/002942/313719/005,CHARU SARKAR,24.805833333333332,87.96111111111111,0.2
1101,Malda,Gazole,Mayna,1/19/316/002936/312606/012,ARUN KUMAR SARKAR ,25.298055555555557,88.16555555555556,0.9
