serial_no,district_name,block_tehsil_name,town_municipality_name,ward_name,unique_id,water_body_name,latitude,longitude,maximum_water_spread_area,max_depth_water
313,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/011,,23.22796,88.3588367,0.35,3
312,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/012,,23.2276433,88.3573517,0.25,4
311,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.11,2/19/306/250040/0014767/013,,23.2285483,88.3577283,0.15,4
317,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.17,2/19/306/250040/0014773/014,,23.2276067,88.35624,0.4,4
316,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.14,2/19/306/250040/0014770/003,,23.2267167,88.3549633,0.12,2
321,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.15,2/19/306/250040/0014771/003,,23.2275717,88.3535767,0.3,5
320,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.14,2/19/306/250040/0014770/004,,23.2274883,88.35441,0.5,4
319,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.14,2/19/306/250040/0014770/005,,23.22755,88.3546767,0.6,4
318,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.14,2/19/306/250040/0014770/006,,23.227845,88.3545217,0.4,5
739,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.14,2/19/306/250040/0014770/007,,23.228295,88.3548633,0.2,5
323,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/019,SORINI PUKUR,23.5067895,87.7352519,0.022,3
322,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/020,BORO PUKUR,23.5068313,87.7348221,0.11,3
325,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/021,MOROLGORE,23.5070137,87.7335253,0.08,2
324,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/022,GHORE MAJHI PUKUR,23.5097273,87.7313628,0.63,2
327,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/023,BUNO PUKUR,23.5120087,87.7323878,0.18,2
326,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/024,MAL POTA,23.5130508,87.7324881,0.05,2
756,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/025,GOYALO HADO,23.5125931,87.7324683,0.18,2
304,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/003,MAJHI GORE,23.5136381,87.7324604,0.07,1
401,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/026,BOIRAGHYA PUKUR,23.5135357,87.7339047,0.19,2
328,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/027,KALA GORHE,23.5136394,87.7339934,0.1,1
331,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/028,SASTHI PUKUR,23.513454,87.7351236,0.49,2
329,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/029,PURONO PUKUR,23.5131058,87.734955,0.045,2
330,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/004,BORTOLA PUKUR,23.5024631,87.7365363,0.35,1
332,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/005,BUDHLE,23.5017826,87.7369442,0.15,2
708,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/006,SAT PUKUR,23.5016,87.7373954,0.25,1
706,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/007,HABA DOBA,23.5076568,87.7331708,0.08,1
705,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/008,BANDHA PUKUR,23.5137611,87.7319599,0.32,2
707,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/009,BAGMARA,23.5140861,87.7312987,0.2,2
333,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/030,RAWRA PUKUR,23.5148157,87.7316314,0.45,3
701,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/010,SAHA PUKUR,23.5155778,87.731087,0.45,3
335,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/031,SAL PUKUR,23.5155663,87.7313197,0.13,2
334,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/011,GOYALA GORE,23.5136081,87.7311766,0.22,2
336,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/012,NAPIT PUKUR,23.5135877,87.7303466,0.2,2
704,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/013,NUTUN PUKUR,23.5139601,87.7297924,0.48,3
703,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/014,LAL DOBA,23.5146908,87.7294256,0.2,1
337,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/015,JOLESHORI PUKUR,23.5146726,87.7292583,0.37,2
702,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/016,BIR PUKUR,23.5147795,87.7291647,0.95,3
338,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/032,Ishwar Dighi,23.515379,87.732723,0.95,3
340,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/001,NA,23.4914867,87.715815,0.4,6
344,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/002,Dhigi,23.49135,87.716485,1.6,6
342,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/003,Kanya Pukur,23.4951881,87.719599,0.8,5
345,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/004,Thakurpukur,23.4917533,87.7165654,0.5,4.5
343,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/005,Ghoshbandhi,23.4919613,87.7166305,0.3,4
341,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/006,Moral Pukur,23.4966979,87.7151045,5000,4
349,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/007,Suri Pukur,23.4938271,87.7150794,0.4,4
346,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/008,KAPURE,23.4970268,87.7135145,0.3,3
350,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/009,Goylagore,23.4943033,87.7158417,0.3,4.5
351,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/010,Pir pukur ,23.4937223,87.7166791,0.1,3
347,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/011,SEKHGORE,23.4933019,87.7156115,0.3,3
339,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/012,Khndagore,23.493211,87.7162907,0.1,3
348,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.14,2/19/306/250037/0014754/013,kodirgore,23.492883,87.7163767,0.06,3
354,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.12,2/19/306/250035/0014719/009,POND OF VETERINARY HOSPITAL ,23.6371593,88.1361236,0.22,1
370,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/001,Gayengore,23.4853037,87.7129514,0.5,4
371,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/002,Suripukur ,23.48544,87.7136867,0.48,4
752,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.3,2/19/306/250035/0014710/001,KUMOR KHAL,23.6492467,88.1272133,0.25,2
500,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.3,2/19/306/250035/0014710/002,PUKUR COLLEGE PARA,23.6514067,88.1259467,0.25,3
753,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.3,2/19/306/250035/0014710/003,PUKUR AT WEST SIDE OF SUB CORRECTIONAL HOME,23.6497683,88.12403,0.17,2
372,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.4,2/19/306/250035/0014711/001,MALIPUKUR,23.648285,88.1213183,0.716,4
505,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.4,2/19/306/250035/0014711/002,GHUTKIYA PARA PUKUR,23.6492717,88.1214383,0.47,3
510,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.5,2/19/306/250035/0014712/001,MUCHI PUKUR,23.64645,88.1306733,0.25,2
513,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.5,2/19/306/250035/0014712/002,MOYRA PUKUR KACHARI PARA,23.64784,88.130145,0.41,3
504,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.4,2/19/306/250035/0014711/003,KATWA SD HOSPITAL PUKUR,23.6454517,88.1257417,0.683,2.5
514,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.6,2/19/306/250035/0014713/001,PUKUR AT KACHARI PARA BESIDE H P O,23.6480083,88.1301517,0.3,2.5
374,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/019,NA,23.213447,88.3634855,0.5,4
375,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/020,NA,23.2133182,88.3641999,0.6,4
376,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/021,NA,23.2132167,88.36464,0.65,4
377,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/022,NA,23.2143867,88.36353,0.25,4
373,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/023,NA,23.2140941,88.3642917,0.2,4
378,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/024,NA,23.2139596,88.3646618,0.4,4
379,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/025,NA,23.2146977,88.3647397,0.7,6
380,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/026,NA,23.2153617,88.3644567,0.4,4
381,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/027,NA,23.21594,88.364615,0.4,4
383,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/028,NA,23.2171333,88.36321,0.35,4
386,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/029,NA,23.2177483,88.3630083,0.1,2
385,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/008,,23.2172283,88.363925,0.25,4
382,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.18,2/19/306/250040/0014774/009,,23.217335,88.36399,0.3,4
384,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/006,NA,23.2154598,88.3668426,0.3,4
387,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/007,NA,23.215509,88.3668145,0.25,4
388,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/008,NA,23.2147665,88.3675955,0.25,3
850,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/009,NA,23.2164733,88.36948,0.4,4
389,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/010,NA,23.2164967,88.3695033,0.3,4
390,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/011,NA,23.216845,88.3697967,0.4,4
391,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/012,NA,23.2168917,88.3692817,0.35,2
392,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/013,NA,23.2158052,88.370423,0.4,4
394,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/014,NA,23.2158816,88.3704518,0.3,4
395,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/015,NA,23.215805,88.37045,0.2,4
393,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/016,NA,23.2155066,88.3700464,0.25,4
396,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/017,NA,23.2155562,88.3708718,0.3,4
397,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.6,2/19/306/250040/0014762/018,NA,23.2167033,88.3712767,0.5,5
398,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.7,2/19/306/250040/0014763/030,NA,23.3113317,88.3214068,0.25,4
399,Purba Bardhaman,,Kalna,Kalna (M) - Ward No.15,2/19/306/250040/0014771/004,,23.2318083,88.352,0.3,4
509,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.5,2/19/306/250035/0014712/003,POND OPPOSITE EMPLOYMENT EXCHANGE OFFICE,23.6447417,88.1312417,0.61,2.5
512,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.5,2/19/306/250035/0014712/004,BAMUN PUKUR BAGDIPARA,23.6456733,88.1315567,0.59,2.5
523,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/001,CHHABI PUKUR BHUTNATH TALA KATWA,23.642795,88.1324817,1.5,2.5
1,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/002,POND BEHIND DURGA MANDIR  SAHEB BAGAN,23.64342,88.1346883,0.22,2.6
623,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/017,AJIM GORE,23.5133867,87.728326,0.135,2
171,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/018,NOBI SAYAR,23.5145724,87.7283247,0.17,2
172,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/019,NOPUKUR,23.5125258,87.7280843,0.23,2
511,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/020,HEDO,23.5114721,87.7288279,0.32,2
173,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/021,SATPUKUR,23.5115796,87.7295111,1.14,3
508,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/022,BANGLA PUKUR,23.5126615,87.7266266,0.32,3
507,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/023,HIRPAL,23.5108205,87.7276281,0.45,3
502,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/024,DOMCHOW,23.5098999,87.7280337,0.2,2
174,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/033,PIR PUKUR,23.5170599,87.7306493,1.6,3
503,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/025,MOROL PUKUR,23.5170564,87.7308811,0.75,3
501,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/026,BALICHOWA,23.5190451,87.7308012,0.15,2
499,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/027,HEDO,23.5190829,87.7308202,0.21,2
659,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.1,2/19/306/250037/0014741/034,LOSKO DIGHI,23.5198363,87.732052,0.32,3
175,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/028,GOYALA GORE,23.5197851,87.7320124,0.22,2
176,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/029,AMLACHOW,23.5215891,87.7334894,0.17,1
498,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/030,VETOR GORE,23.519976,87.7309877,0.3,2
178,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/003, Bamun Pukur,23.4816333,87.7157801,0.8,4
183,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/004,bandha pukur ,23.4816975,87.7142886,0.3,4
184,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/005,Gaylagore,23.4826025,87.7148753,0.3,4.5
179,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/006,Natunpukur,23.4826221,87.7148051,0.3,4
181,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/007,Suri Pukur,23.483075,87.7150483,0.4,5
182,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/008,Bandha Pukur,23.4862783,87.7157483,0.8,5
185,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/009,Mela Pukur,23.4855882,87.7131446,0.7,4
180,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.15,2/19/306/250037/0014755/010,BAZRA,23.4842417,87.709165,3,4
177,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.4,2/19/306/250035/0014711/004,DALAN PUKUR KACHARI PARA,23.646321,88.1277893,0.59,2.5
524,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/003,MOROL PUKUR  MADHABITALA,23.6425817,88.13042,0.39,2.7
506,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.5,2/19/306/250035/0014712/005,PUKUR AT BAGDI PARA ,23.6447283,88.13163,0.25,2
521,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/004,PUKUR BESIDE HM SINHA,23.6414533,88.132955,0.254,2.5
522,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/005,PUKUR AT GHOSHERSWAR TALA,23.64223,88.1371217,0.2,2
517,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/006,TANTI PUKUR ATUHAT PARA,23.6433667,88.135885,0.53,2.5
516,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/007,MUHURI PUKUR SAHEB BAGAN,23.64393,88.1355067,0.42,2.5
520,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/008,SATEK PUKUR ATUHAT PARA,23.6440967,88.135125,0.53,2.5
518,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.8,2/19/306/250035/0014715/001,PUKUR NEAR SIDDESWARI TALA TANTIPARA,23.6466583,88.1356783,0.07,2
525,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.9,2/19/306/250035/0014716/001,NAMAL HARISABHA PARA,23.6468817,88.1381167,0.8,2
186,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.6,2/19/306/250035/0014713/002,PUKUR TILIPARA,23.6492167,88.1332183,0.21,2
519,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.7,2/19/306/250035/0014714/009,MALIPUKUR,23.645125,88.1367183,0.9,3
526,Purba Bardhaman,,Katwa,Katwa (M) - Ward No.8,2/19/306/250035/0014715/002,DOBA PUKUR BESIDE S S ROAD ,23.6414067,88.13304,0.8,2
497,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/031,MOLLICK PUKUR,23.5189106,87.7308162,0.28,3
496,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/032,TALBONA,23.5240185,87.7341462,0.31,2
187,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/033,KRIRKI PUKUR,23.5197127,87.7303064,0.12,2
495,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/034,SALGORE,23.5199459,87.7296753,0.11,2.5
189,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/035,GORE MOLLICK,23.5205451,87.7297285,1.43,3
188,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/036,DOMGORE,23.5195184,87.7293712,0.1,2
494,Purba Bardhaman,,Guskara,Guskara (M) - Ward No.2,2/19/306/250037/0014742/037,KELATI PUKUR,23.5195327,87.7293747,0.11,1
